,rx-EXEC,rx-IPC,rx-FREQ,rx-AFREQ,rx-L3MISS,rx-L2MISS,rx-L3HIT,rx-L2HIT,rx-L3MPI,rx-L2MPI,rx-L3OCC,rx-C0res%,rx-C1res%,rx-C3res%,rx-C6res%,rx-C7res%,rx-TEMP,rx-INST,rx-ACYC,rx-TIME(ticks),rx-PhysIPC,rx-PhysIPC%,rx-INSTnom,rx-INSTnom%,bridge-EXEC,bridge-IPC,bridge-FREQ,bridge-AFREQ,bridge-L3MISS,bridge-L2MISS,bridge-L3HIT,bridge-L2HIT,bridge-L3MPI,bridge-L2MPI,bridge-L3OCC,bridge-C0res%,bridge-C1res%,bridge-C3res%,bridge-C6res%,bridge-C7res%,bridge-TEMP,bridge-INST,bridge-ACYC,bridge-TIME(ticks),bridge-PhysIPC,bridge-PhysIPC%,bridge-INSTnom,bridge-INSTnom%,ndpi_stats-EXEC,ndpi_stats-IPC,ndpi_stats-FREQ,ndpi_stats-AFREQ,ndpi_stats-L3MISS,ndpi_stats-L2MISS,ndpi_stats-L3HIT,ndpi_stats-L2HIT,ndpi_stats-L3MPI,ndpi_stats-L2MPI,ndpi_stats-L3OCC,ndpi_stats-C0res%,ndpi_stats-C1res%,ndpi_stats-C3res%,ndpi_stats-C6res%,ndpi_stats-C7res%,ndpi_stats-TEMP,ndpi_stats-INST,ndpi_stats-ACYC,ndpi_stats-TIME(ticks),ndpi_stats-PhysIPC,ndpi_stats-PhysIPC%,ndpi_stats-INSTnom,ndpi_stats-INSTnom%,nf_router-EXEC,nf_router-IPC,nf_router-FREQ,nf_router-AFREQ,nf_router-L3MISS,nf_router-L2MISS,nf_router-L3HIT,nf_router-L2HIT,nf_router-L3MPI,nf_router-L2MPI,nf_router-L3OCC,nf_router-C0res%,nf_router-C1res%,nf_router-C3res%,nf_router-C6res%,nf_router-C7res%,nf_router-TEMP,nf_router-INST,nf_router-ACYC,nf_router-TIME(ticks),nf_router-PhysIPC,nf_router-PhysIPC%,nf_router-INSTnom,nf_router-INSTnom%,tx-EXEC,tx-IPC,tx-FREQ,tx-AFREQ,tx-L3MISS,tx-L2MISS,tx-L3HIT,tx-L2HIT,tx-L3MPI,tx-L2MPI,tx-L3OCC,tx-C0res%,tx-C1res%,tx-C3res%,tx-C6res%,tx-C7res%,tx-TEMP,tx-INST,tx-ACYC,tx-TIME(ticks),tx-PhysIPC,tx-PhysIPC%,tx-INSTnom,tx-INSTnom%,firewall-EXEC,firewall-IPC,firewall-FREQ,firewall-AFREQ,firewall-L3MISS,firewall-L2MISS,firewall-L3HIT,firewall-L2HIT,firewall-L3MPI,firewall-L2MPI,firewall-L3OCC,firewall-C0res%,firewall-C1res%,firewall-C3res%,firewall-C6res%,firewall-C7res%,firewall-TEMP,firewall-INST,firewall-ACYC,firewall-TIME(ticks),firewall-PhysIPC,firewall-PhysIPC%,firewall-INSTnom,firewall-INSTnom%,payload_scan-EXEC,payload_scan-IPC,payload_scan-FREQ,payload_scan-AFREQ,payload_scan-L3MISS,payload_scan-L2MISS,payload_scan-L3HIT,payload_scan-L2HIT,payload_scan-L3MPI,payload_scan-L2MPI,payload_scan-L3OCC,payload_scan-C0res%,payload_scan-C1res%,payload_scan-C3res%,payload_scan-C6res%,payload_scan-C7res%,payload_scan-TEMP,payload_scan-INST,payload_scan-ACYC,payload_scan-TIME(ticks),payload_scan-PhysIPC,payload_scan-PhysIPC%,payload_scan-INSTnom,payload_scan-INSTnom%,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),misses_index,misses_Skt,misses_PCIRdCur,misses_RFO,misses_CRd,misses_DRd,misses_ItoM,misses_PRd,misses_WiL,hits_index,hits_Skt,hits_PCIRdCur,hits_RFO,hits_CRd,hits_DRd,hits_ItoM,hits_PRd,hits_WiL,TX-PacketRate,TX-Mbit,RX-PacketRate,Rx-Mbit,latency
626,0.28,1.84,0.15,1.12,0.01,2.35,1.0,0.2,0.0,0.0032,8640.0,13.77,86.23,0.0,0.0,0.0,35.0,732.45,398.85,2597.26,3.67,91.82,0.56,14.1,0.45,2.86,0.16,1.12,0.0,2.22,1.0,0.16,0.0,0.0019,520.0,14.23,85.77,0.0,0.0,0.0,36.0,1178.18,412.17,2595.83,5.72,142.92,0.91,22.69,0.47,2.94,0.16,1.12,0.0,2.76,1.0,0.14,0.0,0.0023,4680.0,14.17,85.83,0.0,0.0,0.0,35.0,1206.98,410.24,2595.74,5.88,147.11,0.93,23.25,0.49,3.11,0.16,1.12,0.0,2.21,1.0,0.12,0.0,0.0018,1600.0,14.01,85.99,0.0,0.0,0.0,34.0,1262.52,405.46,2595.28,6.23,155.69,0.97,24.32,0.4,2.57,0.16,1.12,0.0,3.61,1.0,0.36,0.0,0.0035,280.0,13.95,86.05,0.0,0.0,0.0,32.0,1040.69,404.17,2597.27,5.15,128.74,0.8,20.03,0.46,2.88,0.16,1.12,0.0,2.33,1.0,0.18,0.0,0.002,2480.0,14.21,85.79,0.0,0.0,0.0,34.0,1184.77,411.69,2597.38,5.76,143.89,0.91,22.81,0.47,3.0,0.16,1.12,0.0,2.97,1.0,0.11,0.0,0.0024,4440.0,14.13,85.87,0.0,0.0,0.0,33.0,1227.98,409.85,2599.63,5.99,149.81,0.94,23.62,87.57,162.46,312.96,282.03,,,,,400.53,444.5,2134688185.0,845.03,4383.0,0,1806,696682,46648,853244,4407606,0,706496(Miss),4384.0,0,11266976,2838920,1478736,131754840,4025686,112,21056(Hit),1.6059971546567,4533.9813760197,1.6041035940903,4533.5981484691,10576
627,0.29,1.84,0.16,1.12,0.01,2.39,1.0,0.2,0.0,0.0032,8640.0,14.08,85.92,0.0,0.0,0.0,35.0,752.28,408.0,2597.12,3.69,92.19,0.58,14.48,0.43,2.81,0.15,1.12,0.0,2.11,1.0,0.16,0.0,0.0019,520.0,13.82,86.18,0.0,0.0,0.0,35.0,1125.04,400.59,2598.53,5.62,140.42,0.87,21.65,0.46,2.99,0.15,1.12,0.0,2.75,1.0,0.14,0.0,0.0023,4320.0,13.76,86.24,0.0,0.0,0.0,36.0,1191.36,398.71,2597.43,5.98,149.4,0.92,22.93,0.49,3.07,0.16,1.12,0.0,2.24,1.0,0.12,0.0,0.0018,1640.0,14.35,85.65,0.0,0.0,0.0,34.0,1277.3,415.62,2597.34,6.15,153.66,0.98,24.59,0.4,2.52,0.16,1.12,0.0,3.62,1.0,0.36,0.0,0.0035,280.0,14.21,85.79,0.0,0.0,0.0,32.0,1036.29,411.64,2597.31,5.03,125.87,0.8,19.95,0.47,2.92,0.16,1.12,0.0,2.47,1.0,0.18,0.0,0.002,2600.0,14.27,85.73,0.0,0.0,0.0,34.0,1208.86,413.52,2597.48,5.85,146.17,0.93,23.27,0.45,2.94,0.15,1.12,0.0,2.85,1.0,0.11,0.0,0.0024,4280.0,13.77,86.23,0.0,0.0,0.0,34.0,1171.73,398.85,2596.96,5.88,146.89,0.9,22.56,86.69,161.22,311.5,280.65,,,,,398.19,441.86,2132472285.0,840.05,4390.0,0,9086,769720,47922,855022,4512396,14,695492(Miss),4391.0,0,12776918,3149216,1604694,132371050,3927756,126,28378(Hit),1.6036093679813,4540.1451832838,1.6039112866349,4540.4621593124,18211
628,0.29,1.84,0.16,1.12,0.01,2.4,1.0,0.2,0.0,0.0032,8720.0,14.08,85.92,0.0,0.0,0.0,35.0,752.1,408.01,2597.18,3.69,92.17,0.58,14.48,0.45,2.86,0.16,1.12,0.0,2.2,1.0,0.16,0.0,0.0019,600.0,14.13,85.87,0.0,0.0,0.0,36.0,1170.73,409.16,2596.02,5.72,143.06,0.9,22.55,0.46,2.9,0.16,1.12,0.0,2.77,1.0,0.14,0.0,0.0023,4440.0,14.18,85.82,0.0,0.0,0.0,36.0,1192.47,410.7,2597.53,5.81,145.17,0.92,22.95,0.49,3.07,0.16,1.12,0.0,2.26,1.0,0.12,0.0,0.0018,1680.0,14.43,85.57,0.0,0.0,0.0,34.0,1282.04,417.71,2594.66,6.14,153.46,0.99,24.71,0.41,2.55,0.16,1.12,0.0,3.68,1.0,0.36,0.0,0.0035,320.0,14.27,85.73,0.0,0.0,0.0,31.0,1054.52,413.46,2597.26,5.1,127.52,0.81,20.3,0.45,2.91,0.15,1.12,0.0,2.38,1.0,0.18,0.0,0.002,2400.0,13.76,86.24,0.0,0.0,0.0,34.0,1161.65,398.76,2597.26,5.83,145.66,0.89,22.36,0.47,2.97,0.16,1.12,0.0,2.96,1.0,0.11,0.0,0.0024,3920.0,14.2,85.8,0.0,0.0,0.0,34.0,1221.46,411.4,2596.77,5.94,148.45,0.94,23.52,86.56,160.62,310.24,279.64,,,,,396.8,440.26,2134500947.0,837.06,4397.0,0,1666,762440,69118,840168,4615632,14,700476(Miss),4398.0,0,12779074,3165750,1516620,133233142,3813040,126,25998(Hit),1.6050618271006,4539.285600639,1.6052512535889,4539.1194434445,14211
629,0.28,1.83,0.15,1.12,0.01,2.31,1.0,0.2,0.0,0.0032,8600.0,13.7,86.3,0.0,0.0,0.0,35.0,726.68,396.88,2596.8,3.66,91.55,0.56,13.99,0.45,2.81,0.16,1.12,0.0,2.19,1.0,0.16,0.0,0.0019,600.0,14.22,85.78,0.0,0.0,0.0,36.0,1158.88,411.96,2598.03,5.63,140.65,0.89,22.3,0.47,2.98,0.16,1.12,0.0,2.83,1.0,0.14,0.0,0.0023,4400.0,14.14,85.86,0.0,0.0,0.0,35.0,1220.8,409.53,2597.53,5.96,149.05,0.94,23.5,0.48,3.12,0.16,1.12,0.0,2.22,1.0,0.12,0.0,0.0018,1240.0,13.9,86.1,0.0,0.0,0.0,34.0,1254.8,402.67,2597.19,6.23,155.81,0.97,24.16,0.39,2.54,0.15,1.12,0.0,3.54,1.0,0.36,0.0,0.0035,320.0,13.77,86.23,0.0,0.0,0.0,32.0,1014.47,398.88,2597.23,5.09,127.16,0.78,19.53,0.46,2.93,0.16,1.12,0.0,2.46,1.0,0.18,0.0,0.002,2800.0,14.23,85.77,0.0,0.0,0.0,34.0,1206.78,412.16,2597.29,5.86,146.4,0.93,23.23,0.46,2.95,0.16,1.12,0.01,2.93,1.0,0.11,0.0,0.0024,4560.0,14.07,85.93,0.0,0.0,0.0,34.0,1203.63,407.64,2596.85,5.91,147.63,0.93,23.18,85.85,159.23,308.05,277.43,,,,,393.9,436.66,2132620273.0,830.56,4404.0,0,1064,763910,31766,854756,4480770,154,698488(Miss),4405.0,0,12731964,3109162,1657936,132161036,3953908,0,26026(Hit),1.6007548655437,4530.2322226414,1.6005062931228,4528.9351546957,10781
630,0.29,1.87,0.16,1.12,0.01,2.4,1.0,0.2,0.0,0.0031,8760.0,14.09,85.91,0.0,0.0,0.0,35.0,763.66,408.09,2597.02,3.74,93.56,0.59,14.7,0.44,2.83,0.16,1.12,0.0,2.18,1.0,0.16,0.0,0.0019,560.0,14.0,86.0,0.0,0.0,0.0,36.0,1147.77,405.61,2598.39,5.66,141.49,0.88,22.09,0.46,2.93,0.16,1.12,0.0,2.8,1.0,0.14,0.0,0.0023,4240.0,14.13,85.87,0.0,0.0,0.0,36.0,1200.37,409.32,2597.29,5.87,146.63,0.92,23.11,0.49,3.07,0.16,1.12,0.0,2.26,1.0,0.11,0.0,0.0018,1440.0,14.35,85.65,0.0,0.0,0.0,33.0,1275.26,415.78,2597.15,6.13,153.36,0.98,24.55,0.4,2.55,0.16,1.12,0.0,3.66,1.0,0.36,0.0,0.0035,280.0,14.18,85.82,0.0,0.0,0.0,31.0,1046.46,410.92,2597.53,5.09,127.33,0.81,20.14,0.46,2.92,0.16,1.12,0.0,2.47,1.0,0.18,0.0,0.002,2680.0,14.25,85.75,0.0,0.0,0.0,35.0,1204.34,412.74,2597.41,5.84,145.89,0.93,23.18,0.46,2.97,0.16,1.12,0.0,2.92,1.0,0.11,0.0,0.0024,4360.0,13.97,86.03,0.0,0.0,0.0,34.0,1200.08,404.71,2596.83,5.93,148.27,0.92,23.11,85.49,158.45,306.78,276.1,,,,,392.27,434.54,2132457278.0,826.81,4411.0,0,1330,755944,170534,1416856,4608324,238,699342(Miss),4412.0,0,12700058,2696890,3696000,125765052,3810856,0,15960(Hit),1.6047985085267,4534.9375514426,1.6050662456303,4535.5616371921,10493
631,0.28,1.8,0.16,1.12,0.01,2.58,1.0,0.2,0.0,0.0035,8680.0,14.09,85.91,0.0,0.0,0.0,35.0,734.89,408.19,2597.2,3.6,90.02,0.57,14.15,0.44,2.8,0.16,1.12,0.0,2.23,1.0,0.16,0.0,0.002,600.0,14.04,85.96,0.0,0.0,0.0,36.0,1138.92,406.55,2595.54,5.6,140.07,0.88,21.94,0.46,2.95,0.15,1.12,0.0,2.75,1.0,0.14,0.0,0.0023,4360.0,13.82,86.18,0.0,0.0,0.0,36.0,1182.68,400.3,2597.23,5.91,147.72,0.91,22.77,0.5,3.13,0.16,1.12,0.0,2.29,1.0,0.12,0.0,0.0018,1440.0,14.35,85.65,0.0,0.0,0.0,33.0,1299.46,415.6,2597.17,6.25,156.34,1.0,25.02,0.4,2.52,0.16,1.12,0.0,3.87,1.0,0.36,0.0,0.0037,360.0,14.24,85.76,0.0,0.0,0.0,32.0,1039.67,412.15,2595.0,5.05,126.13,0.8,20.03,0.46,2.89,0.16,1.12,0.0,2.44,1.0,0.18,0.0,0.0021,2600.0,14.14,85.86,0.0,0.0,0.0,34.0,1182.95,409.71,2597.19,5.77,144.36,0.91,22.77,0.46,2.94,0.16,1.12,0.0,2.97,1.0,0.11,0.0,0.0025,4200.0,13.92,86.08,0.0,0.0,0.0,33.0,1187.68,403.71,2599.48,5.88,147.1,0.91,22.84,85.24,169.91,304.6,287.07,,,,,389.84,456.97,2134822714.0,846.82,4418.0,0,1302,783608,33600,857178,4437622,140,695002(Miss),4419.0,0,12678190,3104626,1637972,131358948,4064466,0,33712(Hit),1.6023764571512,4538.47347833,1.6015186390182,4539.1723514359,12512
632,0.28,1.8,0.16,1.12,0.01,2.66,1.0,0.2,0.0,0.0036,8640.0,14.01,85.99,0.0,0.0,0.0,35.0,729.75,405.86,2597.07,3.6,89.9,0.56,14.05,0.44,2.74,0.16,1.12,0.0,2.34,1.0,0.16,0.0,0.0021,560.0,14.23,85.77,0.0,0.0,0.0,35.0,1131.73,412.37,2598.34,5.49,137.22,0.87,21.78,0.45,2.89,0.16,1.12,0.0,3.01,1.0,0.14,0.0,0.0026,4600.0,14.06,85.94,0.0,0.0,0.0,36.0,1177.36,407.2,2597.37,5.78,144.57,0.91,22.66,0.48,3.0,0.16,1.12,0.0,2.39,1.0,0.12,0.0,0.0019,1520.0,14.2,85.8,0.0,0.0,0.0,33.0,1234.16,411.3,2597.11,6.0,150.03,0.95,23.76,0.39,2.47,0.16,1.12,0.0,3.86,1.0,0.37,0.0,0.0038,240.0,14.1,85.9,0.0,0.0,0.0,32.0,1007.75,408.46,2597.36,4.93,123.36,0.78,19.4,0.45,2.93,0.16,1.12,0.0,2.46,1.0,0.18,0.0,0.0021,2720.0,13.94,86.06,0.0,0.0,0.0,34.0,1181.49,403.77,2597.64,5.85,146.31,0.91,22.74,0.45,2.88,0.16,1.12,0.01,3.21,1.0,0.11,0.0,0.0027,3480.0,14.14,85.86,0.0,0.0,0.0,34.0,1179.19,409.65,2597.06,5.76,143.93,0.91,22.7,86.42,177.39,308.24,295.95,,,,,394.66,473.33,2132380626.0,867.99,4425.0,0,1358,769202,34384,835632,4435256,224,709926(Miss),4426.0,0,12593602,3126970,1613444,131290446,4074518,0,11158(Hit),1.6044943069947,4537.3486731743,1.6051894511516,4537.1723929808,16890
633,0.28,1.8,0.15,1.12,0.01,2.62,1.0,0.2,0.0,0.0037,8680.0,13.72,86.28,0.0,0.0,0.0,35.0,715.21,397.44,2597.26,3.6,89.98,0.55,13.77,0.44,2.8,0.16,1.12,0.0,2.36,1.0,0.16,0.0,0.0021,640.0,14.2,85.8,0.0,0.0,0.0,36.0,1150.77,411.5,2598.18,5.59,139.83,0.89,22.14,0.45,2.85,0.16,1.12,0.0,3.06,1.0,0.14,0.0,0.0026,4640.0,14.11,85.89,0.0,0.0,0.0,36.0,1165.7,408.85,2597.41,5.7,142.56,0.9,22.44,0.48,3.05,0.16,1.12,0.0,2.43,1.0,0.12,0.0,0.002,1520.0,14.11,85.89,0.0,0.0,0.0,34.0,1246.86,408.76,2597.21,6.1,152.52,0.96,24.0,0.39,2.52,0.16,1.12,0.0,3.85,1.0,0.37,0.0,0.0038,280.0,13.93,86.07,0.0,0.0,0.0,32.0,1016.02,403.7,2597.36,5.03,125.84,0.78,19.56,0.45,2.81,0.16,1.12,0.0,2.68,1.0,0.18,0.0,0.0023,2440.0,14.19,85.81,0.0,0.0,0.0,35.0,1156.61,411.19,2597.87,5.63,140.64,0.89,22.26,0.46,2.92,0.16,1.12,0.0,3.26,1.0,0.11,0.0,0.0027,3800.0,14.11,85.89,0.0,0.0,0.0,33.0,1195.47,408.83,2596.98,5.85,146.21,0.92,23.02,86.57,178.82,308.22,297.03,,,,,394.79,475.85,2134673049.0,870.64,4432.0,0,1554,755048,14014,864976,4368672,140,708120(Miss),4433.0,0,12602002,3106222,1648262,131861380,4142460,0,0(Hit),1.6068429731753,4541.2604951688,1.6074881184623,4540.8965454525,11469
634,0.28,1.81,0.16,1.12,0.01,2.69,1.0,0.2,0.0,0.0036,8560.0,14.09,85.91,0.0,0.0,0.0,35.0,736.9,408.07,2596.92,3.61,90.29,0.57,14.19,0.42,2.75,0.15,1.12,0.0,2.26,1.0,0.16,0.0,0.002,520.0,13.81,86.19,0.0,0.0,0.0,37.0,1100.6,399.71,2595.92,5.51,137.68,0.85,21.2,0.45,2.9,0.15,1.12,0.0,3.05,1.0,0.14,0.0,0.0026,4640.0,13.87,86.13,0.0,0.0,0.0,35.0,1164.59,401.91,2597.5,5.8,144.88,0.9,22.42,0.48,3.01,0.16,1.12,0.0,2.44,1.0,0.12,0.0,0.002,1600.0,14.35,85.65,0.0,0.0,0.0,34.0,1249.69,415.75,2597.27,6.01,150.29,0.96,24.06,0.4,2.5,0.16,1.12,0.0,3.92,1.0,0.36,0.0,0.0038,360.0,14.23,85.77,0.0,0.0,0.0,31.0,1029.97,412.17,2597.42,5.0,124.95,0.79,19.83,0.45,2.83,0.16,1.12,0.0,2.7,1.0,0.17,0.0,0.0023,2880.0,14.27,85.73,0.0,0.0,0.0,36.0,1171.53,413.56,2598.55,5.67,141.64,0.9,22.54,0.44,2.88,0.15,1.12,0.0,3.14,1.0,0.11,0.0,0.0027,5080.0,13.75,86.25,0.0,0.0,0.0,34.0,1148.35,398.26,2597.43,5.77,144.17,0.88,22.11,86.02,176.96,305.16,294.09,,,,,391.17,471.04,2132405236.0,862.22,4439.0,0,714,746844,12964,833336,4402034,140,711872(Miss),4440.0,0,12596318,3124772,1668408,132523846,4059594,0,0(Hit),1.6039375010764,4539.8075638396,1.6034938303303,4539.8881082675,19955
635,0.27,1.71,0.16,1.12,0.01,2.61,1.0,0.21,0.0,0.0037,8360.0,14.04,85.96,0.0,0.0,0.0,35.0,697.07,406.82,2597.07,3.43,85.67,0.54,13.42,0.45,2.82,0.16,1.12,0.0,2.24,1.0,0.15,0.0,0.0019,560.0,14.15,85.85,0.0,0.0,0.0,36.0,1157.99,410.22,2598.2,5.65,141.14,0.89,22.28,0.44,2.83,0.16,1.12,0.0,3.0,1.0,0.14,0.0,0.0026,4600.0,13.97,86.03,0.0,0.0,0.0,36.0,1146.0,404.66,2597.37,5.66,141.6,0.88,22.06,0.48,3.0,0.16,1.12,0.0,2.43,1.0,0.12,0.0,0.0019,920.0,14.42,85.58,0.0,0.0,0.0,33.0,1253.62,417.83,2597.39,6.0,150.02,0.97,24.13,0.4,2.53,0.16,1.12,0.0,3.79,1.0,0.37,0.0,0.0036,280.0,14.24,85.76,0.0,0.0,0.0,32.0,1043.33,412.4,2597.16,5.06,126.49,0.8,20.09,0.43,2.83,0.15,1.12,0.0,2.59,1.0,0.17,0.0,0.0023,2320.0,13.78,86.22,0.0,0.0,0.0,35.0,1128.74,399.24,2597.34,5.65,141.36,0.87,21.73,0.45,2.87,0.16,1.12,0.01,3.13,1.0,0.11,0.0,0.0027,4120.0,14.16,85.84,0.0,0.0,0.0,34.0,1179.15,410.21,2596.96,5.75,143.73,0.91,22.7,98.93,196.21,347.05,327.3,,,,,445.98,523.5,2132587377.0,969.49,4446.0,0,546,750750,19670,848834,4328156,140,719166(Miss),4447.0,0,12643596,3134586,1644244,132937924,4128390,0,0(Hit),1.6193422427066,4581.8215773004,1.6428547540789,4646.669221899,14000
636,0.27,1.77,0.15,1.12,0.01,2.56,1.0,0.2,0.0,0.0036,8240.0,13.72,86.28,0.0,0.0,0.0,36.0,704.04,397.47,2597.3,3.54,88.56,0.54,13.55,0.44,2.75,0.16,1.12,0.0,2.34,1.0,0.16,0.0,0.0021,440.0,14.22,85.78,0.0,0.0,0.0,36.0,1132.15,411.79,2596.13,5.5,137.47,0.87,21.81,0.46,2.91,0.16,1.12,0.0,2.98,1.0,0.14,0.0,0.0025,4240.0,14.08,85.92,0.0,0.0,0.0,36.0,1185.76,407.81,2597.25,5.82,145.38,0.91,22.83,0.48,3.07,0.15,1.12,0.0,2.35,1.0,0.11,0.0,0.0019,1640.0,13.88,86.12,0.0,0.0,0.0,34.0,1234.13,402.01,2596.33,6.14,153.5,0.95,23.77,0.39,2.52,0.15,1.12,0.0,3.8,1.0,0.36,0.0,0.0038,280.0,13.78,86.22,0.0,0.0,0.0,31.0,1005.12,398.86,2595.35,5.04,126.0,0.77,19.36,0.45,2.87,0.16,1.12,0.0,2.57,1.0,0.17,0.0,0.0022,2680.0,14.12,85.88,0.0,0.0,0.0,35.0,1173.07,409.12,2597.17,5.73,143.36,0.9,22.58,0.46,2.91,0.16,1.12,0.01,3.19,1.0,0.11,0.0,0.0027,4840.0,14.07,85.93,0.0,0.0,0.0,33.0,1185.5,407.69,2597.21,5.82,145.39,0.91,22.82,86.0,178.08,306.05,295.79,,,,,392.06,473.88,2134763307.0,865.93,4453.0,0,2996,738388,33838,866194,4263294,140,719180(Miss),4454.0,0,12661264,3126634,1631406,133592704,4184334,0,0(Hit),1.8403021485109,5203.203989251,1.8393107165619,5201.6611711733,14576
637,0.28,1.8,0.16,1.12,0.01,2.67,1.0,0.2,0.0,0.0036,8320.0,14.09,85.91,0.0,0.0,0.0,35.0,732.89,408.05,2597.32,3.59,89.8,0.56,14.11,0.43,2.76,0.16,1.12,0.0,2.32,1.0,0.16,0.0,0.0021,680.0,13.97,86.03,0.0,0.0,0.0,35.0,1117.54,404.32,2595.59,5.53,138.2,0.86,21.53,0.45,2.84,0.16,1.12,0.0,3.05,1.0,0.14,0.0,0.0026,4200.0,14.12,85.88,0.0,0.0,0.0,36.0,1163.9,409.18,2597.85,5.69,142.22,0.9,22.4,0.48,3.01,0.16,1.12,0.0,2.45,1.0,0.11,0.0,0.002,1320.0,14.35,85.65,0.0,0.0,0.0,33.0,1250.83,415.86,2597.45,6.02,150.39,0.96,24.08,0.4,2.52,0.16,1.12,0.0,3.96,1.0,0.36,0.0,0.0038,280.0,14.22,85.78,0.0,0.0,0.0,31.0,1039.14,412.07,2597.27,5.04,126.09,0.8,20.0,0.45,2.84,0.16,1.12,0.0,2.69,1.0,0.17,0.0,0.0023,2440.0,14.23,85.77,0.0,0.0,0.0,34.0,1171.6,411.92,2595.21,5.69,142.21,0.9,22.57,0.46,2.91,0.16,1.12,0.0,3.24,1.0,0.11,0.0,0.0027,4520.0,14.05,85.95,0.0,0.0,0.0,33.0,1183.48,406.85,2596.91,5.82,145.44,0.91,22.79,85.35,176.8,304.34,294.0,,,,,389.69,470.79,2132405917.0,860.49,4460.0,0,728,748888,33306,884982,4241930,140,711004(Miss),4461.0,0,12656504,3125878,1553230,132523384,4231108,0,2744(Hit),1.8412077908599,5203.6580676048,1.8418221692645,5205.9251072616,11799
638,0.28,1.79,0.16,1.12,0.01,2.65,1.0,0.2,0.0,0.0036,8400.0,14.01,85.99,0.0,0.0,0.0,35.0,726.51,405.68,2597.01,3.58,89.54,0.56,13.99,0.43,2.76,0.16,1.12,0.0,2.31,1.0,0.16,0.0,0.0021,520.0,14.02,85.98,0.0,0.0,0.0,35.0,1123.67,406.48,2598.45,5.53,138.22,0.86,21.62,0.44,2.87,0.15,1.12,0.0,3.01,1.0,0.14,0.0,0.0026,4400.0,13.79,86.21,0.0,0.0,0.0,36.0,1144.92,399.57,2597.51,5.73,143.27,0.88,22.04,0.49,3.06,0.16,1.12,0.0,2.5,1.0,0.12,0.0,0.002,1640.0,14.35,85.65,0.0,0.0,0.0,34.0,1270.57,415.61,2597.27,6.11,152.86,0.98,24.46,0.4,2.52,0.16,1.12,0.0,3.95,1.0,0.36,0.0,0.0038,280.0,14.21,85.79,0.0,0.0,0.0,32.0,1036.0,411.68,2597.45,5.03,125.82,0.8,19.94,0.45,2.82,0.16,1.12,0.0,2.66,1.0,0.17,0.0,0.0023,2600.0,14.17,85.83,0.0,0.0,0.0,34.0,1157.19,410.65,2598.24,5.64,140.9,0.89,22.27,0.45,2.91,0.15,1.12,0.0,3.16,1.0,0.11,0.0,0.0027,4560.0,13.81,86.19,0.0,0.0,0.0,34.0,1162.54,400.01,2597.07,5.81,145.32,0.9,22.38,85.58,176.56,304.9,293.75,,,,,390.48,470.31,2134570886.0,860.79,4467.0,0,854,745178,29512,831110,4235126,0,723296(Miss),4468.0,0,12653396,3169768,1523718,132443052,4162774,112,0(Hit),1.8391927647308,5203.9359130862,1.8394297744294,5204.1562006472,22823
639,0.28,1.8,0.16,1.12,0.0,2.67,1.0,0.2,0.0,0.0036,8480.0,14.1,85.9,0.0,0.0,0.0,36.0,736.06,408.57,2597.56,3.6,90.08,0.57,14.17,0.43,2.74,0.16,1.12,0.0,2.34,1.0,0.16,0.0,0.0021,560.0,14.22,85.78,0.0,0.0,0.0,35.0,1126.59,411.69,2595.62,5.47,136.82,0.87,21.7,0.45,2.87,0.16,1.12,0.0,3.07,1.0,0.14,0.0,0.0026,3960.0,14.0,86.0,0.0,0.0,0.0,35.0,1162.4,405.49,2597.46,5.73,143.33,0.9,22.38,0.47,2.99,0.16,1.12,0.0,2.42,1.0,0.12,0.0,0.002,1640.0,14.25,85.75,0.0,0.0,0.0,34.0,1233.58,412.79,2597.32,5.98,149.42,0.95,23.75,0.39,2.5,0.16,1.12,0.0,3.85,1.0,0.36,0.0,0.0038,280.0,14.08,85.92,0.0,0.0,0.0,32.0,1018.43,408.01,2597.22,4.99,124.8,0.78,19.61,0.44,2.84,0.15,1.12,0.0,2.63,1.0,0.18,0.0,0.0023,2480.0,13.86,86.14,0.0,0.0,0.0,34.0,1142.11,401.66,2597.46,5.69,142.17,0.88,21.99,0.45,2.89,0.16,1.12,0.01,3.22,1.0,0.11,0.0,0.0027,4280.0,14.1,85.9,0.0,0.0,0.0,34.0,1180.31,408.97,2599.85,5.77,144.3,0.91,22.7,85.29,177.28,304.05,294.27,,,,,389.34,471.55,2132380391.0,860.88,4474.0,0,1120,740502,23982,867552,4232578,0,723604(Miss),4475.0,0,12715654,3171448,1512490,131371268,4167618,140,0(Hit),1.8408888593164,5203.0387234522,1.8395790661209,5200.2215232628,11994
