,input_rate,output_rate,firewall_instructions,nf_router_instructions,ndpi_stats_instructions,payload_scan_instructions,bridge_instructions,firewall_branches,nf_router_branches,ndpi_stats_branches,payload_scan_branches,bridge_branches,firewall_branch-misses,nf_router_branch-misses,ndpi_stats_branch-misses,payload_scan_branch-misses,bridge_branch-misses,firewall_branch-load-misses,nf_router_branch-load-misses,ndpi_stats_branch-load-misses,payload_scan_branch-load-misses,bridge_branch-load-misses,firewall_cache-misses,nf_router_cache-misses,ndpi_stats_cache-misses,payload_scan_cache-misses,bridge_cache-misses,firewall_cache-references,nf_router_cache-references,ndpi_stats_cache-references,payload_scan_cache-references,bridge_cache-references,firewall_cycles,nf_router_cycles,ndpi_stats_cycles,payload_scan_cycles,bridge_cycles,firewall_L1-dcache-load-misses,nf_router_L1-dcache-load-misses,ndpi_stats_L1-dcache-load-misses,payload_scan_L1-dcache-load-misses,bridge_L1-dcache-load-misses,firewall_L1-dcache-loads,nf_router_L1-dcache-loads,ndpi_stats_L1-dcache-loads,payload_scan_L1-dcache-loads,bridge_L1-dcache-loads,firewall_LLC-load-misses,nf_router_LLC-load-misses,ndpi_stats_LLC-load-misses,payload_scan_LLC-load-misses,bridge_LLC-load-misses,firewall_LLC-stores,nf_router_LLC-stores,ndpi_stats_LLC-stores,payload_scan_LLC-stores,bridge_LLC-stores,firewall_LLC-loads,nf_router_LLC-loads,ndpi_stats_LLC-loads,payload_scan_LLC-loads,bridge_LLC-loads
32,2113.0608967947,1305.2533807226,10017591528.0,4926966880.0,10069852812.0,10748607170.0,10704049374.0,1979465088.0,979522971.0,1983730718.0,2117718654.0,2118304208.0,7829836.0,3901914.0,8015781.0,7893917.0,7888306.0,7740433.0,3891775.0,8015846.0,7871642.0,7890032.0,1931.0,1763.0,1595.0,1646.0,760.0,8733181.0,5440469.0,8204911.0,6674571.0,4661205.0,2891765228.0,1433445847.0,2891524200.0,2892092024.0,2891867328.0,9345675.0,5766147.0,8531991.0,6865845.0,4358659.0,3088602800.0,1520076333.0,3100584342.0,3291260129.0,3287265604.0,1547.0,1636.0,1306.0,1287.0,417.0,3142733.0,2022525.0,2573594.0,1940363.0,2074459.0,5441490.0,3477504.0,5614727.0,3986790.0,2333585.0
33,2113.1746964996,1294.1705124947,9878711637.0,5209915062.0,9943829475.0,10582875005.0,10495345033.0,1959546752.0,1010959200.0,1966080107.0,2100054255.0,2089789766.0,7769286.0,4052004.0,7957049.0,7862346.0,7851476.0,7730243.0,4025659.0,7965739.0,7933973.0,7853440.0,2353.0,1421.0,2559.0,2144.0,2151.0,8751091.0,5502507.0,8078173.0,6644458.0,4410919.0,2891565837.0,1477735512.0,2891427835.0,2892006620.0,2891476811.0,9491584.0,6252639.0,9040627.0,7456927.0,5714081.0,3076374600.0,1604484595.0,3083279655.0,3265694989.0,3240186190.0,1438.0,1316.0,1601.0,1175.0,425.0,3157364.0,1957642.0,2628920.0,2476775.0,2490347.0,5661199.0,3634191.0,5762332.0,4801554.0,3016336.0
34,2113.0863829924,1302.4263238936,9881249249.0,4983883273.0,9967009733.0,10476666127.0,10539258903.0,1957913882.0,969681959.0,1968860517.0,2085622936.0,2079377951.0,7616699.0,3867905.0,7963002.0,7719060.0,7806111.0,7604494.0,3866349.0,7915922.0,7728141.0,8228291.0,2576.0,1483.0,3004.0,2382.0,1824.0,8764544.0,5254157.0,8287865.0,6648298.0,4653260.0,2891838402.0,1415022487.0,2891684590.0,2892116382.0,2892073837.0,9330995.0,5830317.0,8446023.0,6594985.0,4151654.0,3090384385.0,1500015185.0,3122457782.0,3289117046.0,3315335314.0,1738.0,2184.0,1225.0,938.0,375.0,3099050.0,1960053.0,2345407.0,1778233.0,1558054.0,5538096.0,3623771.0,5428334.0,4752903.0,2222382.0
35,2113.078654444,1297.9850136164,10005353259.0,5087459863.0,10051589248.0,10620730884.0,10587002501.0,1979096056.0,996365278.0,1979486044.0,2112775222.0,2087104989.0,7738934.0,4096542.0,8001058.0,8007157.0,8014361.0,7739771.0,4123680.0,8009985.0,8039539.0,7987202.0,1712.0,11781.0,2046.0,1491.0,840.0,8707437.0,5483685.0,8058209.0,6970129.0,4148810.0,2891901346.0,1457765996.0,2891697129.0,2892120967.0,2892208229.0,9454716.0,5714941.0,8719243.0,7156388.0,5038131.0,3078086843.0,1554124322.0,3107324284.0,3266759671.0,3277436886.0,1431.0,1511.0,1251.0,1111.0,611.0,3120749.0,1926037.0,2560196.0,1887353.0,1943296.0,5454418.0,3260324.0,5580856.0,4974828.0,2303911.0
36,2113.1126495106,1284.4258088788,9860313608.0,5646277027.0,10129906969.0,10279580106.0,10636976006.0,1955583928.0,1118710179.0,1957881724.0,2045714678.0,2048793034.0,7654597.0,4391921.0,8129514.0,7750496.0,7752536.0,7656976.0,4410618.0,8128407.0,7796171.0,7719980.0,2617.0,1694.0,2251.0,2273.0,1184.0,8641377.0,5688222.0,8278818.0,5560120.0,4285051.0,2891952251.0,1604408466.0,2891769882.0,2892117756.0,2892170162.0,9424622.0,5908820.0,8615806.0,7785644.0,4791104.0,3092709760.0,1678924500.0,3089868703.0,3230874384.0,3241640012.0,1250.0,775.0,1463.0,713.0,475.0,3125701.0,2221063.0,2354450.0,1810207.0,1558843.0,5577566.0,3424311.0,5458724.0,5113766.0,2254488.0
37,2113.093462224,1382.9509324927,9911219353.0,10318078344.0,10012931087.0,10064868111.0,10133821198.0,1959130958.0,2035087968.0,1953138662.0,1989990453.0,1981091634.0,7659955.0,8111611.0,7897643.0,7794772.0,7896461.0,7659398.0,8113970.0,7898650.0,7797980.0,7898559.0,2361.0,1536.0,2325.0,1846.0,1200.0,9234590.0,8502135.0,9562663.0,9603323.0,7145286.0,2891807794.0,2891787648.0,2891478312.0,2891816746.0,2891851898.0,10013550.0,9205069.0,10027923.0,10538213.0,7369536.0,3068385371.0,3144807869.0,3068613352.0,3114129527.0,3109790229.0,2638.0,1667.0,3008.0,2005.0,2309.0,3180021.0,3221763.0,3257547.0,3524745.0,3117831.0,5914498.0,5289060.0,6197874.0,5969507.0,3954833.0
38,2113.0221963403,2111.182396004,9910123512.0,10194994303.0,10012219472.0,10054999797.0,10133422410.0,1942580017.0,2018296240.0,1953583466.0,1973440585.0,1982912378.0,7761506.0,8098809.0,7848378.0,7743544.0,7823374.0,7762890.0,8042720.0,7847314.0,7746653.0,7823985.0,2766.0,1995.0,3337.0,2670.0,1809.0,9240307.0,8347185.0,9525723.0,9600838.0,7097607.0,2891874313.0,2891789849.0,2891721592.0,2891822460.0,2891796698.0,9868668.0,9064337.0,9869947.0,10379680.0,7241085.0,3052282951.0,3142725088.0,3049649645.0,3096976502.0,3089899674.0,1909.0,963.0,2714.0,1349.0,1673.0,3173611.0,3191774.0,3281487.0,3527263.0,3137525.0,5995236.0,5283468.0,6209170.0,6045688.0,3966306.0
39,2113.0664320489,2110.1118578128,10131867284.0,9589260241.0,9850098966.0,10099418256.0,9504573897.0,1959851893.0,1904629137.0,1935395020.0,1956227426.0,1869613670.0,7636139.0,7798310.0,7751350.0,7671645.0,7162816.0,7632098.0,7703933.0,7758840.0,7670150.0,7173540.0,11137.0,4081.0,6915.0,5944.0,3545.0,8638810.0,7827152.0,8828380.0,9036342.0,6462578.0,2891603759.0,2761701500.0,2840809906.0,2891628072.0,2720140648.0,9251162.0,8506518.0,9302348.0,9786396.0,6748023.0,3094892481.0,2960431069.0,2983684902.0,3100881357.0,2925697750.0,7879.0,3198.0,4664.0,3463.0,1750.0,2929418.0,2843560.0,3003546.0,3203055.0,2884093.0,5569542.0,4794744.0,5876669.0,5702749.0,3675128.0
40,2113.1676096888,2110.884976081,10033580366.0,10210290517.0,10028083128.0,10166892440.0,10150938668.0,1962171662.0,2021206443.0,1970271466.0,1991435167.0,1999248570.0,7853237.0,8296697.0,7917792.0,7790645.0,7936288.0,7854442.0,8108609.0,7914050.0,7790763.0,7936894.0,2326.0,3024.0,2416.0,2061.0,2071.0,9192637.0,8309867.0,9435035.0,9568810.0,7013711.0,2891865572.0,2891730132.0,2891284866.0,2891897521.0,2891723046.0,9826582.0,9040881.0,9840663.0,10343771.0,7198077.0,3059551708.0,3148248836.0,3056912819.0,3104220135.0,3093836768.0,2279.0,681.0,2320.0,2126.0,1250.0,3144471.0,3073819.0,3243177.0,3487454.0,3110337.0,6001954.0,5192272.0,6187892.0,6040775.0,3931562.0
41,2113.1759217026,2109.7337869803,10034652346.0,10097263463.0,9902950867.0,10179485017.0,10040702160.0,1977350235.0,2004699172.0,1952007974.0,2008216604.0,1983343782.0,7760015.0,8048173.0,7901136.0,7869749.0,7729346.0,7757645.0,8048415.0,7852143.0,7868634.0,7815513.0,2662.0,3114.0,3051.0,2567.0,1673.0,9104851.0,8310771.0,9444549.0,9467208.0,7037934.0,2891852793.0,2891782052.0,2891426155.0,2891891191.0,2891846045.0,9830000.0,9096992.0,9835382.0,10329482.0,7217360.0,3058408933.0,3174012116.0,3056070541.0,3102267996.0,3097387089.0,1988.0,625.0,1613.0,1638.0,1438.0,3156426.0,3132188.0,3245524.0,3504740.0,3114418.0,6033531.0,5258360.0,6187319.0,6061926.0,3955259.0
42,2113.065546469,2110.1597894375,10027456106.0,10216869397.0,9815754936.0,10168624910.0,9933136412.0,1977012488.0,2021956635.0,1940005455.0,2007291239.0,1968674792.0,7667084.0,8101567.0,7864885.0,7796522.0,7860216.0,7668082.0,8101701.0,7910806.0,7799977.0,7730347.0,2241.0,1099.0,2260.0,2196.0,1495.0,9144207.0,8369946.0,9440440.0,9523573.0,7034576.0,2891803440.0,2891902713.0,2891642967.0,2891856792.0,2891899576.0,9877921.0,9117353.0,9896385.0,10377050.0,7265376.0,3076391454.0,3145613976.0,3073869943.0,3120293114.0,3115460207.0,2375.0,611.0,1519.0,2013.0,909.0,3136566.0,3047485.0,3209996.0,3483039.0,3076049.0,6001394.0,5071644.0,6154055.0,6055373.0,3917372.0
43,2112.8243038791,2110.3274980166,10025257626.0,10114283191.0,9934376689.0,10172118377.0,10066637634.0,1977049126.0,2006276941.0,1956373982.0,2008397214.0,1987112871.0,7710051.0,8183082.0,7908689.0,7806289.0,7920464.0,7953992.0,8183374.0,7905876.0,7755396.0,7885192.0,2340.0,2141.0,2546.0,1970.0,1460.0,9136805.0,8413294.0,9424978.0,9517548.0,7010164.0,2891704201.0,2891877373.0,2891640130.0,2891796618.0,2891851788.0,9882902.0,9121832.0,9936567.0,10391824.0,7288425.0,3052585483.0,3144435916.0,3049903809.0,3095196835.0,3090142678.0,2320.0,763.0,1431.0,2181.0,820.0,3151948.0,3122452.0,3169590.0,3499207.0,3040221.0,6004249.0,5211177.0,6186316.0,6027425.0,3932052.0
44,2112.9024634716,2110.1643936082,9808572484.0,10099531856.0,9802334105.0,9940673664.0,9924589398.0,1944212508.0,2005891938.0,1938516117.0,1973653287.0,1966779901.0,7946868.0,8048391.0,7860248.0,7736394.0,7805721.0,7819129.0,8050768.0,7859869.0,7903856.0,7805661.0,2595.0,2235.0,2529.0,2417.0,1378.0,9077099.0,8425848.0,9399473.0,9453489.0,6990929.0,2891773428.0,2891747251.0,2891737058.0,2891824448.0,2891860449.0,9954124.0,9116835.0,9915597.0,10476015.0,7278601.0,3073982763.0,3172993140.0,3069052196.0,3118126935.0,3109288263.0,1582.0,588.0,1288.0,1408.0,400.0,3182223.0,3099693.0,3216912.0,3528404.0,3083330.0,6034952.0,5114954.0,6264870.0,6074045.0,3976857.0
